LI-8100,LI-8100,LI-8100,,LI-8100,LI-8100,,CHAMBER,LI-8100,LI-8100,LI-8100,CHAMBER,LI-8100,CHAMBER,CHAMBER,LI-8100,LI-8100,Keep,Notes
5/17/22 9:16,137.38662,98.02,5478.5,417.49,424.62,2.02E+13,4823.9,FT4_R,13.4193,13.14912,317.8,19,0,2,0.99979,0.99976,1,
5/17/22 9:20,137.38895,98.03,5319.6,421.92,428.61,2.02E+13,4823.9,FT5_R,11.4619,10.34589,317.8,19,0,1.5,0.99912,0.9982,1,
5/17/22 9:23,137.39131,98.02,5319.6,410.24,416.69,2.02E+13,4823.9,FT4_R,9.37733,9.37733,317.8,19,0,1.5,0.99659,0.99659,1,
5/17/22 9:27,137.39427,98.01,5478.5,415.06,421.83,2.02E+13,4823.9,FT3_R,14.43064,13.38572,317.8,19,0,2,0.99923,0.99882,1,
5/17/22 9:30,137.39625,98.02,5478.5,410.57,417.43,2.02E+13,4823.9,FT1_R,13.94299,12.41729,317.8,19,0,2,0.99922,0.99804,1,
5/17/22 11:11,137.46622,98.43,140177,442.43,451.02,2.02E+13,127303,GL1_NEE,-6.70451,-6.61775,2571,19,0,5,0.99285,0.99244,1,
5/17/22 11:15,137.46899,98.4,140177,377.21,389.63,2.02E+13,127303,GL1_NEE,-4.47135,-4.47135,2571,19,0,5,0.97454,0.97454,1,
5/17/22 11:18,137.4714,98.47,140177,366,378.68,2.02E+13,127303,GL1_NEE,-2.12097,-2.10334,2571,19,0,5,0.94572,0.94628,1,
5/17/22 11:25,137.47589,98.41,140177,362.38,375.58,2.02E+13,127303,GL2_NEE,-3.83809,-3.83809,2571,19,0,5,0.99065,0.99065,1,
5/17/22 13:04,137.54462,97.93,2851.6,404.93,413.32,2.02E+13,2197,FT1_NEE,-4.18767,-4.18767,317.8,19,0,2,0.98838,0.98838,1,
5/17/22 14:54,137.62122,97.86,2687,434.52,442.28,2.02E+13,2197,L12_NEE,-0.39209,-0.39097,314,19,0,1.5,0.32045,0.32055,1,
5/17/22 15:04,137.62786,98.02,2687,408.93,422.03,2.02E+13,2197,L13_NEE,-4.95814,-4.95814,314,19,0,1.5,0.98852,0.98852,1,
5/17/22 15:07,137.63001,98.32,2687,406.49,419.89,2.02E+13,2197,L21_NEE,-2.02355,-2.02355,314,19,0,1.5,0.99595,0.99595,1,
5/17/22 15:09,137.63162,98.26,2687,404.62,420.05,2.02E+13,2197,L22_NEE,-1.47409,-1.46194,314,19,0,1.5,0.94093,0.94012,1,
5/17/22 15:14,137.63516,98.21,2687,409.1,421.9,2.02E+13,2197,L23_NEE,-1.36767,-1.36767,314,19,0,1.5,0.95495,0.95495,1,
5/17/22 15:17,137.63719,98.21,2687,412.33,421.12,2.02E+13,2197,L31_NEE,-2.91887,-2.88559,314,19,0,1.5,0.98999,0.98989,1,
5/17/22 15:19,137.63865,98.27,2687,415.83,420.91,2.02E+13,2197,L32_NEE,-6.15759,-1.07158,314,19,0,1.5,0.98553,0.98441,1,
5/17/22 15:21,137.64017,98.23,2687,406.62,422.68,2.02E+13,2197,L33_NEE,-5.93169,-5.88866,314,19,0,1.5,0.99096,0.99068,1,
5/17/22 15:24,137.6419,98.3,2687,406.44,422.02,2.02E+13,2197,L41_NEE,-1.717,-1.717,314,19,0,1.5,0.82541,0.82541,1,
5/17/22 15:27,137.64428,98.25,2687,407.14,417.22,2.02E+13,2197,L42_NEE,-1.85345,-1.85345,314,19,0,1.5,0.96194,0.96194,1,
5/17/22 15:29,137.64564,98.29,2687,412.42,416.96,2.02E+13,2197,L43_NEE,0.92489,0.73993,314,19,0,1.5,0.51929,0.5228,1,
5/17/22 15:40,137.65293,97.94,5313.9,435.04,441.99,2.02E+13,4823.9,L11_R,11.30781,11.27573,314,19,0,1.5,0.99457,0.99457,1,
5/17/22 15:43,137.65487,97.98,6883.9,422.4,430.77,2.02E+13,4823.9,L12_R,12.15955,12.15955,314,19,0,6.5,0.99709,0.99709,1,
5/17/22 15:45,137.65675,97.96,5313.9,417.57,424.27,2.02E+13,4823.9,L13_R,11.66058,11.28239,314,19,0,1.5,0.99739,0.99731,1,
5/17/22 15:48,137.65848,97.97,6726.9,418.41,424.29,2.02E+13,4823.9,L21_R,11.81266,10.60007,314,19,0,6,0.99376,0.99291,1,
5/17/22 15:51,137.66087,97.96,6726.9,418.99,425.25,2.02E+13,4823.9,L22_R,11.04843,9.08662,314,19,0,6,0.99673,0.99266,1,
5/17/22 15:55,137.66339,97.96,5156.9,415.93,422.98,2.02E+13,4823.9,L23_R,10.97784,10.97361,314,19,0,1,0.9907,0.9907,1,
5/17/22 15:57,137.66516,97.96,6569.9,419.54,425.94,2.02E+13,4823.9,L31_R,11.0085,11.0085,314,19,0,5.5,0.99887,0.99887,1,
5/17/22 16:00,137.66671,97.97,5156.9,417.77,422.87,2.02E+13,4823.9,L32_R,12.11712,12.11712,314,19,0,1,0.9923,0.9923,1,
5/17/22 16:02,137.66822,97.99,6569.9,420.15,426.6,2.02E+13,4823.9,L33_R,14.0755,10.95393,314,19,0,5.5,0.99676,0.99156,1,
5/17/22 16:05,137.67034,97.98,5156.9,413.91,418.65,2.02E+13,4823.9,L41_R,6.93403,5.95729,314,19,0,1,0.95242,0.95023,1,
5/17/22 16:08,137.6723,97.98,6569.9,420.42,425.9,2.02E+13,4823.9,L41_R,8.47566,8.18383,314,19,0,5.5,0.99348,0.99339,1,
5/17/22 16:10,137.67378,98,6569.9,418.67,425.33,2.02E+13,4823.9,L42_R,9.06773,9.06773,314,19,0,5.5,0.99904,0.99904,1,
5/17/22 16:12,137.67562,97.98,6569.9,425.41,430.65,2.02E+13,4823.9,L43_R,13.44553,12.39681,314,19,0,5.5,0.99883,0.99833,1,
5/17/22 17:14,137.71847,97.84,5470.9,457.24,465.39,2.02E+13,4823.9,FT4_R,13.57835,13.57835,314,19,0,2,0.99923,0.99923,1,
5/17/22 17:17,137.72021,97.84,5313.9,434.73,440.42,2.02E+13,4823.9,FT5_R,10.49711,9.71682,314,19,0,1.5,0.99926,0.99882,1,
5/17/22 17:19,137.72174,97.84,5313.9,425.79,431.86,2.02E+13,4823.9,FT6_R,10.44357,9.45349,314,19,0,1.5,0.99824,0.99751,1,
5/17/22 17:21,137.72318,97.85,5313.9,417.86,423.77,2.02E+13,4823.9,FT3_R,10.81794,10.81794,314,19,0,1.5,0.99873,0.99873,1,
5/17/22 17:23,137.72478,97.84,5313.9,423.37,430.19,2.02E+13,4823.9,FT2_R,12.80798,12.44263,314,19,0,1.5,0.99826,0.99819,1,
5/17/22 17:25,137.72637,97.84,5470.9,432.1,439.59,2.02E+13,4823.9,FT1_R,13.28653,13.28653,314,19,0,2,0.99951,0.99951,1,
5/17/22 17:30,137.72931,98.18,2844,409.62,415.86,2.02E+13,2197,FT1_NEE,-0.10131,-0.09902,314,19,0,2,0.62261,0.63461,1,
5/17/22 17:32,137.73104,98.23,2844,407.44,419.53,2.02E+13,2197,FT4_NEE,-1.00154,-0.99122,314,19,0,2,0.98319,0.983,1,
5/17/22 17:35,137.73286,98.18,2687,447.83,455.91,2.02E+13,2197,FT2_NEE,1.64717,1.59668,314,19,0,1.5,0.98507,0.98501,1,
5/17/22 17:37,137.73439,98.16,2687,435.99,442,2.02E+13,2197,FT3_NEE,3.66775,3.66775,314,19,0,1.5,0.99918,0.99918,1,
5/17/22 17:39,137.73587,98.2,2687,422.99,427.81,2.02E+13,2197,FT5_NEE,5.14981,5.14981,314,19,0,1.5,0.99896,0.99896,1,
5/17/22 17:42,137.73762,98.19,2844,429.68,435.84,2.02E+13,2197,FT6_NEE,5.67797,5.67797,314,19,0,2,0.99909,0.99909,1,
5/18/22 8:14,138.34315,98.59,2844,374.49,381.71,2.02E+13,2197,FT1_NEE,-4.19516,-4.14924,314,19,0,2,0.98843,0.98781,1,
5/18/22 8:17,138.3453,98.84,2687,426.44,435.22,2.02E+13,2197,FT2_NEE,-2.88458,-2.88458,314,19,0,1.5,0.99501,0.99501,1,
5/18/22 8:20,138.34747,98.93,2687,407.58,416.48,2.02E+13,2197,FT3_NEE,-0.57307,-0.56581,314,19,0,1.5,0.96646,0.96615,1,
5/18/22 8:22,138.34909,98.91,2530,405.36,414.08,2.02E+13,2197,FT6_NEE,-1.66337,-1.64499,314,19,0,1,0.99322,0.99285,1,
5/18/22 8:26,138.35149,98.97,2687,410.29,419.34,2.02E+13,2197,FT5_NEE,2.25975,1.9861,314,19,0,1.5,0.99531,0.99417,1,
5/18/22 8:28,138.35318,98.88,2687,402.36,410.98,2.02E+13,2197,FT4_NEE,-4.49878,-4.44388,314,19,0,1.5,0.9994,0.99929,1,
5/18/22 8:31,138.3549,98.93,2687,421.02,430.03,2.02E+13,2197,FT8_NEE,0.03955,0.03955,314,19,0,1.5,0.1302,0.13098,1,
5/18/22 8:33,138.35632,99.01,2687,407.74,417.04,2.02E+13,2197,FT9_NEE,0.66032,0.66032,314,19,0,1.5,0.94736,0.94736,1,
5/18/22 8:35,138.35799,99.01,2687,407.44,417.56,2.02E+13,2197,FT7_NEE,-2.09733,-2.09733,314,19,0,1.5,0.99066,0.99066,1,
5/18/22 8:39,138.36046,99.05,2844,409.33,418.72,2.02E+13,2197,FT1_R,7.36833,6.25335,314,19,0,2,0.99886,0.99676,1,
5/18/22 8:41,138.36227,98.7,5470.9,419.25,426.02,2.02E+13,4823.9,FT1_R,11.09593,11.09593,314,19,0,2,0.9992,0.9992,1,
5/18/22 8:44,138.36425,98.69,5313.9,413.47,419.43,2.02E+13,4823.9,FT2_R,10.38727,10.38727,314,19,0,1.5,0.98314,0.98314,1,
5/18/22 8:47,138.36623,98.69,5313.9,407.65,412.89,2.02E+13,4823.9,FT3_R,9.23434,9.23434,314,19,0,1.5,0.99796,0.99796,1,
5/18/22 8:49,138.36778,98.7,5156.9,413.71,418.39,2.02E+13,4823.9,FT6_R,8.30702,7.89171,314,19,0,1,0.9977,0.9975,1,
5/18/22 8:52,138.36972,98.71,5313.9,413.28,418.69,2.02E+13,4823.9,FT5_R,8.1113,7.94062,314,19,0,1.5,0.9992,0.99917,1,
5/18/22 8:54,138.37123,98.72,5313.9,408.06,414.83,2.02E+13,4823.9,FT4_R,11.32206,11.0495,314,19,0,1.5,0.99819,0.99815,1,
5/18/22 8:56,138.37275,98.71,5313.9,411.09,416.44,2.02E+13,4823.9,FT7_R,8.95103,8.95103,314,19,0,1.5,0.99935,0.99935,1,
5/18/22 8:58,138.37426,98.72,5313.9,409.13,415.63,2.02E+13,4823.9,FT8_R,9.9012,9.63311,314,19,0,1.5,0.9983,0.99825,1,
5/18/22 9:01,138.37574,98.71,5313.9,415.47,420.11,2.02E+13,4823.9,FT9_R,7.99676,7.22659,314,19,0,1.5,0.99874,0.99801,1,
5/18/22 9:34,138.39896,99.17,146604.5,410.2,415.84,2.02E+13,127303,GL1_NEE,-9.27055,-9.27055,2571,19,0,7.5,0.99781,0.99781,1,
5/18/22 9:39,138.4027,99.11,146604.5,415.46,421.55,2.02E+13,127303,GL1_R,8.30955,7.89346,2571,19,0,7.5,0.99891,0.9987,1,
5/18/22 9:56,138.4141,98.73,144033.5,417.46,422.76,2.02E+13,127303,GL2_R,6.29642,5.68753,2571,19,0,6.5,0.99681,0.99613,1,
5/18/22 10:00,138.41722,99.12,144033.5,427.82,434.75,2.02E+13,127303,GL2_NEE,-4.41633,-4.41633,2571,19,0,6.5,0.99307,0.99307,1,
5/18/22 10:03,138.41876,99.09,144033.5,410.55,415.17,2.02E+13,127303,GL2_NEE,-5.37802,-5.37802,2571,19,0,6.5,0.99471,0.99471,1,
5/18/22 10:10,138.4239,98.73,146604.5,411.25,416.67,2.02E+13,127303,GL3_NEE,-7.75231,-7.75231,2571,19,0,7.5,0.99856,0.99856,1,
5/18/22 10:14,138.42701,99.12,146604.5,386.28,396.13,2.02E+13,127303,GL3_R,7.13538,6.70372,2571,19,0,7.5,0.99476,0.99445,1,
5/18/22 10:17,138.42911,99.18,146604.5,438.6,447.88,2.02E+13,127303,GL3_R,6.90953,5.84246,2571,19,0,7.5,0.99306,0.99035,1,
5/18/22 10:34,138.44046,98.68,2216,404.07,411.74,2.02E+13,2197,L11_NEE,-3.32872,-3.32872,314,19,0,0,0.99107,0.99107,1,
5/18/22 10:46,138.44863,98.82,2844,390.1,399.82,2.02E+13,2197,L12_NEE,-5.71231,-5.6442,314,19,0,2,0.99502,0.99463,1,
5/18/22 10:48,138.45009,99.05,2687,402.51,414.17,2.02E+13,2197,L13_NEE,-3.09794,-3.09794,314,19,0,1.5,0.99482,0.99482,1,
5/18/22 10:50,138.45192,98.99,2687,400.39,412.29,2.02E+13,2197,L21_NEE,-3.2004,-3.16709,314,19,0,1.5,0.99208,0.99154,1,
5/18/22 10:52,138.45334,99.07,2687,402.06,413.97,2.02E+13,2197,L22_NEE,-3.00795,-3.00795,314,19,0,1.5,0.98726,0.98726,1,
5/18/22 10:55,138.45494,98.99,2530,405.86,417.44,2.02E+13,2197,L23_NEE,-1.28971,-1.28365,314,19,0,1,0.97243,0.97262,1,
5/18/22 10:59,138.45775,99,2530,407.57,419.31,2.02E+13,2197,L41_NEE,0.91236,0.91236,314,19,0,1,0.98362,0.98362,1,
5/18/22 11:01,138.45906,99.06,2530,398.14,411,2.02E+13,2197,L41_NEE,0.95767,0.95767,314,19,0,1,0.97095,0.97095,1,
5/18/22 11:03,138.46051,99.13,2373,398.73,411.22,2.02E+13,2197,L42_NEE,-1.60181,-1.58922,314,19,0,0.5,0.99143,0.99116,1,
5/18/22 11:05,138.46244,99.03,2530,405.01,416.97,2.02E+13,2197,L43_NEE,-3.00196,-2.8073,314,19,0,1,0.7364,0.74318,1,
5/18/22 11:09,138.46465,99.01,2687,399.23,411.32,2.02E+13,2197,L31_NEE,-4.60473,-4.60473,314,19,0,1.5,0.99169,0.99169,1,
5/18/22 11:11,138.46635,99.06,2687,307.02,316.01,2.02E+13,2197,L32_NEE,-3.25654,-3.25654,314,19,0,1.5,0.98454,0.98454,1,
5/18/22 11:14,138.46808,99.09,2530,400.17,411.61,2.02E+13,2197,L33_NEE,-4.60311,-4.60311,314,19,0,1,0.99034,0.99034,1,
5/18/22 11:21,138.47346,98.71,5313.9,404.22,411.46,2.02E+13,4823.9,L31_R,11.10852,10.99682,314,19,0,1.5,0.9997,0.99969,1,
5/18/22 11:23,138.47486,98.72,5313.9,412.67,419.88,2.02E+13,4823.9,L32_R,10.14035,9.75205,314,19,0,1.5,0.99772,0.9976,1,
5/18/22 11:26,138.47652,98.72,6726.9,412.78,418.96,2.02E+13,4823.9,L33_R,10.23383,9.60056,314,19,0,6,0.99378,0.99347,1,
5/18/22 11:28,138.47815,98.7,6883.9,412.57,418.36,2.02E+13,4823.9,L21_R,7.44899,7.44899,314,19,0,6.5,0.99178,0.99178,1,
5/18/22 11:30,138.47964,98.71,6883.9,416.78,422.75,2.02E+13,4823.9,L22_R,7.79253,7.15776,314,19,0,6.5,0.96356,0.96311,1,
5/18/22 11:33,138.48135,98.7,5156.9,410.2,416.83,2.02E+13,4823.9,L23_R,8.1374,8.1374,314,19,0,1,0.99813,0.99813,1,
5/18/22 11:35,138.48302,98.69,6412.9,412.12,418.44,2.02E+13,4823.9,L11_R,11.57702,11.45752,314,19,0,5,0.99499,0.99498,1,
5/18/22 11:38,138.48478,98.69,5470.9,411.64,419.11,2.02E+13,4823.9,L12_R,11.86714,11.86714,314,19,0,2,0.99876,0.99876,1,
5/18/22 11:40,138.48627,98.69,5313.9,404.21,411.06,2.02E+13,4823.9,L13_R,10.94821,10.94821,314,19,0,1.5,0.99054,0.99054,1,
5/18/22 11:42,138.48778,98.68,5156.9,416.52,423.15,2.02E+13,4823.9,L41_R,12.02008,10.10564,314,19,0,1,0.99899,0.99663,1,
5/18/22 11:44,138.48929,98.69,6569.9,423.5,430.67,2.02E+13,4823.9,L42_R,11.02883,11.02883,314,19,0,5.5,0.99537,0.99537,1,
5/18/22 11:46,138.49074,98.69,5156.9,407.96,413.99,2.02E+13,4823.9,L43_R,14.8646,9.35522,314,19,0,1,0.97771,0.96086,1,
5/18/22 11:52,138.49457,98.7,5784.9,422.71,427.34,2.02E+13,4823.9,JS1_R,6.99804,6.99605,314,19,0,3,0.99896,0.99896,1,
5/18/22 11:54,138.49612,98.7,5941.9,427.4,431.79,2.02E+13,4823.9,JS2_R,8.67182,8.67182,314,19,0,3.5,0.99531,0.99531,1,
5/18/22 11:58,138.49878,98.79,3315,423.29,433.52,2.02E+13,2197,JS2_NEE,7.76804,6.3575,314,19,0,3.5,0.98182,0.97637,1,
5/18/22 12:00,138.50043,98.99,3158,411.13,421.35,2.02E+13,2197,JS1_NEE,4.02971,3.35048,314,19,0,3,0.99909,0.99659,1,
5/18/22 12:47,138.53323,98.41,2844,366.96,377.66,2.02E+13,2197,FT1_NEE,-4.0472,-4.01677,314,19,0,2,0.98546,0.9849,1,
5/18/22 12:50,138.53499,98.62,2687,398.32,410.3,2.02E+13,2197,FT2_NEE,-0.31899,-0.31899,314,19,0,1.5,0.89574,0.89574,1,
5/18/22 12:52,138.53672,98.69,2687,399.07,410.83,2.02E+13,2197,FT3_NEE,-3.95622,-3.91451,314,19,0,1.5,0.99117,0.99093,1,
5/18/22 12:55,138.53851,98.71,2687,393.4,405.26,2.02E+13,2197,FT4_NEE,-5.98862,-5.93932,314,19,0,1.5,0.97187,0.97123,1,
5/18/22 12:57,138.54008,98.77,2687,401.07,413.54,2.02E+13,2197,FT5_NEE,4.16182,4.16182,314,19,0,1.5,0.9995,0.9995,1,
5/18/22 13:00,138.54179,98.66,2530,402.33,413.96,2.02E+13,2197,FT6_NEE,1.2445,1.2445,314,19,0,1,0.98946,0.98946,1,
5/18/22 13:04,138.54478,98.42,5156.9,407.67,414.42,2.02E+13,4823.9,FT6_R,10.24712,10.24712,314,19,0,1,0.99898,0.99898,1,
5/18/22 13:07,138.5466,98.42,5313.9,427.23,433.53,2.02E+13,4823.9,FT5_R,9.87349,9.84683,314,19,0,1.5,0.99936,0.99936,1,
5/18/22 13:09,138.54818,98.42,5313.9,408.04,414.32,2.02E+13,4823.9,FT4_R,25.80177,15.34338,314,19,0,1.5,0.99545,0.97432,1,
5/18/22 13:11,138.54971,98.41,5470.9,406.93,412.57,2.02E+13,4823.9,FT1_R,12.95634,12.95634,314,19,0,2,0.99069,0.99069,1,
5/18/22 13:13,138.5513,98.42,5313.9,395.47,401.88,2.02E+13,4823.9,FT2_R,12.45741,11.21935,314,19,0,1.5,0.98259,0.98171,1,
5/18/22 13:16,138.55307,98.43,5313.9,403.86,410.29,2.02E+13,4823.9,FT3_R,14.08051,12.94802,314,19,0,1.5,0.99737,0.99685,1,
5/18/22 13:43,138.57215,98.87,146604.5,400.47,409.48,2.02E+13,127303,GL1_NEE,-13.1517,-13.1517,2571,19,0,7.5,0.9385,0.9385,1,
5/18/22 13:48,138.57566,98.95,146604.5,390.02,400.91,2.02E+13,127303,GL1_R,8.57084,8.07264,2571,19,0,7.5,0.94849,0.94826,1,
5/18/22 13:55,138.57991,98.87,144033.5,416.5,427.53,2.02E+13,127303,GL2_NEE,-3.2433,-3.2433,2571,19,0,6.5,0.72636,0.72636,1,
5/18/22 13:58,138.58226,98.84,144033.5,407.72,414.3,2.02E+13,127303,GL2_R,6.66587,5.66371,2571,19,0,6.5,0.99542,0.99341,1,
5/18/22 14:03,138.58561,98.92,146604.5,411.61,418.72,2.02E+13,127303,GL3_R,7.05811,7.05811,2571,19,0,7.5,0.98449,0.98449,1,
5/18/22 14:07,138.58833,98.9,146604.5,426.48,433.99,2.02E+13,127303,GL3_NEE,-2.28867,-2.28867,2571,19,0,7.5,0.75225,0.75225,1,
5/18/22 14:18,138.59645,98.91,4787,409.95,417.17,2.02E+13,2197,L41_NEE,0.935,0.935,2571,19,0,1,0.99969,0.99969,1,
5/18/22 14:20,138.59786,98.78,3501.5,430.39,437.2,2.02E+13,2197,L42_NEE,0.79178,0.79178,2571,19,0,0.5,0.99718,0.99718,1,
5/18/22 14:23,138.59947,98.91,4787,416.41,424.48,2.02E+13,2197,L43_NEE,1.3504,1.3504,2571,19,0,1,0.99928,0.99928,1,
5/18/22 14:25,138.60128,98.89,6072.5,414.39,420.26,2.02E+13,2197,L31_NEE,1.25253,1.04146,2571,19,0,1.5,0.99681,0.99393,1,
5/18/22 14:28,138.60311,98.77,6072.5,429.5,436.78,2.02E+13,2197,L32_NEE,1.26389,1.26389,2571,19,0,1.5,0.99947,0.99947,1,
5/18/22 14:30,138.60463,98.85,4787,431.04,437.85,2.02E+13,2197,L33_NEE,0.73049,0.62185,2571,19,0,1,0.99594,0.99281,1,
5/18/22 14:33,138.60667,98.79,6072.5,435.2,441.84,2.02E+13,2197,L21_NEE,1.05106,0.98495,2571,19,0,1.5,0.99966,0.99935,1,
5/18/22 14:35,138.6081,98.84,6072.5,419.88,426.26,2.02E+13,2197,L22_NEE,1.31321,1.31321,2571,19,0,1.5,0.99942,0.99942,1,
5/18/22 14:37,138.60948,98.91,4787,412.31,417.2,2.02E+13,2197,L23_NEE,0.95236,0.93162,2571,19,0,1,0.99933,0.99929,1,
5/18/22 14:40,138.61127,98.92,2216,527.06,534.14,2.02E+13,2197,L11_NEE,0.41565,0.41565,2571,19,0,0,0.99025,0.99025,1,
5/18/22 14:42,138.61281,98.92,7358,413.78,419.07,2.02E+13,2197,L12_NEE,1.37891,1.37891,2571,19,0,2,0.99927,0.99927,1,
5/18/22 14:44,138.61436,98.88,6072.5,430.37,436.87,2.02E+13,2197,L13_NEE,1.29697,1.29697,2571,19,0,1.5,0.99639,0.99639,1,
5/18/22 14:49,138.61767,98.55,17697.9,450.89,459.24,2.02E+13,4823.9,L11_R,4.74713,4.3693,2571,19,0,5,0.99887,0.99834,1,
5/18/22 14:51,138.61914,98.54,9984.9,433.16,439.82,2.02E+13,4823.9,L12_R,2.93089,2.64091,2571,19,0,2,0.99905,0.99805,1,
5/18/22 14:53,138.62058,98.55,8699.4,459.51,467.55,2.02E+13,4823.9,L13_R,2.0262,2.0262,2571,19,0,1.5,0.99858,0.99858,1,
5/18/22 14:57,138.62296,98.55,21554.4,460.41,467.7,2.02E+13,4823.9,L21_R,5.13778,4.59404,2571,19,0,6.5,0.98945,0.98846,1,
5/18/22 14:59,138.62464,98.56,21554.4,442.61,448.78,2.02E+13,4823.9,L22_R,3.70815,3.70815,2571,19,0,6.5,0.99012,0.99012,1,
5/18/22 15:01,138.62612,98.56,7413.9,422.18,427.59,2.02E+13,4823.9,L23_R,1.48842,1.48842,2571,19,0,1,0.99912,0.99912,1,
5/18/22 15:04,138.62804,98.54,21554.4,452.45,459.6,2.02E+13,4823.9,L31_R,4.28115,4.08924,2571,19,0,6.5,0.99831,0.99812,1,
5/18/22 15:06,138.62976,98.54,8699.4,432.83,438.76,2.02E+13,4823.9,L32_R,1.75768,1.70013,2571,19,0,1.5,0.99841,0.99832,1,
5/18/22 15:08,138.63122,98.56,7413.9,465.12,472.94,2.02E+13,4823.9,L33_R,2.03768,2.03768,2571,19,0,1,0.99892,0.99892,1,
5/18/22 15:11,138.63303,98.53,20268.9,428.52,434.4,2.02E+13,4823.9,L41_R,3.80673,3.80673,2571,19,0,6,0.99528,0.99528,1,
5/18/22 15:13,138.63457,98.53,18983.4,457.09,464.7,2.02E+13,4823.9,L42_R,3.93886,3.93886,2571,19,0,5.5,0.99813,0.99813,1,
5/18/22 15:15,138.63603,98.53,7413.9,456.96,464.67,2.02E+13,4823.9,L43_R,2.02631,1.97428,2571,19,0,1,0.99964,0.99959,1,
