LI-8100,LI-8100,LI-8100,,LI-8100,LI-8100,,CHAMBER,LI-8100,LI-8100,LI-8100,CHAMBER,LI-8100,CHAMBER,CHAMBER,LI-8100,LI-8100,Keep,Notes
7/26/22 9:58,207.41554,98.7,5156.9,434.84,445.24,2.02E+13,4823.9,FT7_R,16.72336,14.97969,314,19,0,1,0.99913,0.99809,1,
7/26/22 10:02,207.41863,98.67,5313.9,438.53,448.95,2.02E+13,4823.9,FT8_R,14.59308,14.59308,314,19,0,1.5,0.99908,0.99908,1,
7/26/22 10:14,207.42655,98.65,5313.9,417.91,428.24,2.02E+13,4823.9,FT4_R,13.48229,13.34878,314,19,0,1.5,0.99971,0.9997,1,
7/26/22 10:17,207.42884,98.66,5313.9,414.25,423.83,2.02E+13,4823.9,FT5_R,17.49231,17.49231,314,19,0,1.5,0.99356,0.99356,1,
7/26/22 10:22,207.43198,98.68,5470.9,417.69,427.61,2.02E+13,4823.9,FT6_R,20.93783,15.8485,314,19,0,2,0.99875,0.99129,1,
7/26/22 10:25,207.43422,98.7,5313.9,453.6,465.74,2.02E+13,4823.9,FT3_R,13.72809,13.72809,314,19,0,1.5,0.99646,0.99646,1,
7/26/22 10:29,207.43703,98.67,5313.9,432.06,442.12,2.02E+13,4823.9,FT2_R,13.03106,13.03106,314,19,0,1.5,0.99937,0.99937,1,
7/26/22 10:32,207.439,98.68,5470.9,433.57,444.18,2.02E+13,4823.9,FT9_R,11.06102,11.06102,314,19,0,2,0.99924,0.99924,1,
7/26/22 13:40,207.56954,98.82,4842.9,424.69,436.38,2.02E+13,4823.9,L11_R,13.4772,13.23633,314,19,0,0,0.99916,0.99914,1,
7/26/22 13:43,207.57168,98.8,4842.9,429.97,442.02,2.02E+13,4823.9,L12_R,11.55279,11.55279,314,19,0,0,0.99821,0.99821,1,
7/26/22 13:46,207.57404,98.8,4999.9,413.54,424.44,2.02E+13,4823.9,L13_R,12.99245,12.52331,314,19,0,0.5,0.9998,0.9997,1,
7/26/22 13:50,207.57657,98.79,4842.9,464.1,478.23,2.02E+13,4823.9,L21_R,19.03174,15.17964,314,19,0,0,0.99387,0.98835,1,
7/26/22 13:52,207.57824,98.78,4999.9,423.16,435.63,2.02E+13,4823.9,L22_R,11.092,9.65286,314,19,0,0.5,0.9993,0.99775,1,
7/26/22 13:56,207.58097,98.79,4842.9,411.95,423.95,2.02E+13,4823.9,L23_R,11.65084,11.65084,314,19,0,0,0.99756,0.99756,1,
7/26/22 14:00,207.58362,98.79,4842.9,419.07,432.19,2.02E+13,4823.9,L31_R,13.45735,13.45735,314,19,0,0,0.99946,0.99946,1,
7/26/22 14:03,207.58574,98.8,4999.9,428.54,441.68,2.02E+13,4823.9,L32_R,14.17622,14.17622,314,19,0,0.5,0.99331,0.99331,1,
7/26/22 14:05,207.5873,98.8,4999.9,433.06,446.24,2.02E+13,4823.9,L33_R,16.62362,15.80168,314,19,0,0.5,0.99946,0.99926,1,
7/26/22 14:09,207.58973,98.79,4842.9,414.8,426.72,2.02E+13,4823.9,L41_R,14.05211,13.59857,314,19,0,0,0.9995,0.99941,1,
7/26/22 14:13,207.59269,98.78,4999.9,440.25,453.18,2.02E+13,4823.9,L42_R,16.36164,14.45518,314,19,0,0.5,0.9996,0.99837,1,
7/26/22 14:17,207.59522,98.76,4999.9,409.36,420.84,2.02E+13,4823.9,L43_R,13.48418,12.40274,314,19,0,0.5,0.99952,0.99894,1,
7/26/22 14:44,207.61392,99,2216,400.83,412.18,2.02E+13,2197,L11_NEE,-2.40048,-2.38568,314,19,0,0,0.97318,0.97255,1,
7/26/22 14:45,207.61503,98.86,2216,409.81,419.71,2.02E+13,2197,L11_NEE,-1.28551,-1.28551,314,19,0,0,0.34203,0.34203,1,
7/26/22 14:47,207.61664,99.02,2216,397.56,407.63,2.02E+13,2197,L12_NEE,2.10268,2.10268,314,19,0,0,0.96953,0.96953,1,
7/26/22 14:52,207.61951,99.1,2373,411.99,424.16,2.02E+13,2197,L13_NEE,-4.64422,-4.64422,314,19,0,0.5,0.98749,0.98749,1,
7/26/22 14:56,207.62265,98.96,2373,397.87,408.19,2.02E+13,2197,L21_NEE,-3.79199,-3.79199,314,19,0,0.5,0.98335,0.98335,1,
7/26/22 15:01,207.62572,98.94,2216,413.23,424.14,2.02E+13,2197,L22_NEE,0.69809,0.69809,314,19,0,0,0.92792,0.92792,1,
7/26/22 15:03,207.62711,99.04,2216,430.63,445.23,2.02E+13,2197,L23_NEE,0.63329,0.63329,314,19,0,0,0.92268,0.92268,1,
7/26/22 15:04,207.62843,99.05,2216,396.41,409.47,2.02E+13,2197,L31_NEE,-2.3683,-2.3683,314,19,0,0,0.97517,0.97517,1,
7/26/22 15:07,207.62993,99.02,2373,426.33,437.09,2.02E+13,2197,L32_NEE,-8.20919,-8.20919,314,19,0,0.5,0.99103,0.99103,1,
7/26/22 15:09,207.63159,99.04,2373,323.61,334.96,2.02E+13,2197,L33_NEE,-1.87553,-1.87553,314,19,0,0.5,0.96632,0.96632,1,
7/26/22 15:12,207.63356,99.08,2216,344.07,356.1,2.02E+13,2197,L41_NEE,2.15857,2.15857,314,19,0,0,0.988,0.988,1,
7/26/22 15:16,207.63674,98.97,2373,414.16,427.85,2.02E+13,2197,L43_NEE,3.49115,2.91018,314,19,0,0.5,0.99289,0.99,1,
