LI-8100,LI-8100,LI-8100,,LI-8100,LI-8100,,CHAMBER,LI-8100,LI-8100,LI-8100,CHAMBER,LI-8100,CHAMBER,CHAMBER,LI-8100,LI-8100,Keep,Notes
8/23/22 9:21,235.39013,98.3,4999.9,409.3,418.88,2.02E+13,4823.9,L33_R,9.03402,8.73702,314,19,0,0.5,0.99913,0.99905,1,
8/23/22 9:26,235.39324,98.29,6412.9,403.81,413.05,2.02E+13,4823.9,L41_R,16.28173,13.58064,314,19,0,5,0.99699,0.99575,1,
8/23/22 9:29,235.39538,98.31,6412.9,411.29,421.34,2.02E+13,4823.9,L42_R,11.68243,11.68243,314,19,0,5,0.99927,0.99927,1,
8/23/22 9:33,235.39846,98.3,5156.9,408.77,418.93,2.02E+13,4823.9,L43_R,12.74235,11.73822,314,19,0,1,0.99968,0.99918,1,
8/23/22 9:48,235.40863,98.14,2216,341.22,350.44,2.02E+13,2197,L11_NEE,-0.27457,-0.27375,314,19,0,0,0.77381,0.77407,1,
8/23/22 9:51,235.41075,98.59,3786,388.16,401.26,2.02E+13,2197,L11_NEE,-9.124,-9.04165,314,19,0,5,0.99535,0.99508,1,
8/23/22 9:54,235.41259,98.54,3786,395.68,409.46,2.02E+13,2197,L12_NEE,-3.1352,-3.1352,314,19,0,5,0.99445,0.99445,1,
8/23/22 9:56,235.414,98.62,3786,399.05,413.01,2.02E+13,2197,L13_NEE,-7.04715,-7.04715,314,19,0,5,0.99076,0.99076,1,
8/23/22 9:59,235.41619,98.64,3786,429.13,443.59,2.02E+13,2197,L21_NEE,-6.47992,-6.47992,314,19,0,5,0.99299,0.99299,1,
8/23/22 10:01,235.41804,98.62,3786,395.1,410.04,2.02E+13,2197,L22_NEE,-7.97959,-7.97959,314,19,0,5,0.9964,0.9964,1,
8/23/22 10:04,235.41994,98.62,3629,395.26,410.59,2.02E+13,2197,L23_NEE,-11.40842,-11.40842,314,19,0,4.5,0.99417,0.99417,1,
8/23/22 10:07,235.42219,98.55,3629,389.4,402.99,2.02E+13,2197,L31_NEE,-6.27467,-6.27467,314,19,0,4.5,0.99795,0.99795,1,
8/23/22 10:10,235.42427,98.6,3943,394.41,408.02,2.02E+13,2197,L32_NEE,-9.29127,-9.29127,314,19,0,5.5,0.99689,0.99689,1,
8/23/22 10:13,235.42576,98.66,3786,391.75,405.11,2.02E+13,2197,L33_NEE,-5.80382,-5.80382,314,19,0,5,0.96681,0.96681,1,
8/23/22 10:15,235.42753,98.73,3629,399.65,413.06,2.02E+13,2197,L41_NEE,-7.98504,-7.98504,314,19,0,4.5,0.99356,0.99356,1,
8/23/22 10:18,235.42927,98.66,3786,387.24,401.7,2.02E+13,2197,L42_NEE,-13.57314,-13.57314,314,19,0,5,0.99783,0.99783,1,
8/23/22 10:20,235.43101,98.49,3786,388.58,403.64,2.02E+13,2197,L43_NEE,-11.63396,-11.63396,314,19,0,5,0.97938,0.97938,1,
8/23/22 10:59,235.45774,98.32,148404.2,382.42,393.42,2.02E+13,127303,GL1_NEE,-18.81452,-18.81452,2571,19,0,8.2,0.98814,0.98814,1,
8/23/22 11:02,235.46026,98.63,148404.2,360.78,373.6,2.02E+13,127303,GL1_R,15.64242,15.64242,2571,19,0,8.2,0.99786,0.99786,1,
8/23/22 11:09,235.4651,98.25,145319,372.44,383.39,2.02E+13,127303,GL2_NEE,-6.45357,-6.45357,2571,19,0,7,0.7191,0.7191,0,
8/23/22 11:12,235.46669,98.71,145319,369.13,383.36,2.02E+13,127303,GL2_NEE_1,-10.89882,-10.89882,2571,19,0,7,0.99695,0.99695,1,
8/23/22 11:15,235.46903,98.67,145319,365.07,379.19,2.02E+13,127303,GL2_R,16.2923,15.50268,2571,19,0,7,0.99894,0.99875,1,
8/23/22 11:23,235.47468,98.25,147890,389.69,400,2.02E+13,127303,GL3_NEE,-18.14199,-18.14199,2571,19,0,8,0.99822,0.99822,1,
8/23/22 11:26,235.47698,98.7,147890,339.73,352.75,2.02E+13,127303,GL3_R,18.23623,18.01744,2571,19,0,8,0.99877,0.99876,1,
8/23/22 14:46,235.61528,97.97,3786,393.77,405.58,2.02E+13,2197,FT2_NEE,-0.66763,-0.66763,314,19,0,5,0.22589,0.22589,0,
8/23/22 14:48,235.61689,98.41,3786,381.42,399.02,2.02E+13,2197,FT2_NEE_1,-1.10361,-1.10361,314,19,0,5,0.8931,0.8931,1,
8/23/22 14:54,235.6211,98.38,3943,374.05,390.8,2.02E+13,2197,FT3_NEE,-10.69391,-10.69391,314,19,0,5.5,0.99679,0.99679,1,
8/23/22 14:58,235.62399,98.35,3786,373.26,389.98,2.02E+13,2197,FT4_NEE,4.15244,4.15244,314,19,0,5,0.97428,0.97428,1,
8/23/22 15:03,235.62731,98.26,3943,372.8,389.45,2.02E+13,2197,FT5_NEE,-8.15646,-8.15646,314,19,0,5.5,0.98286,0.98286,1,
8/23/22 15:08,235.63074,98.32,3943,376.13,392.94,2.02E+13,2197,FT6_NEE,-5.82066,-5.82066,314,19,0,5.5,0.99114,0.99114,1,
8/23/22 15:13,235.63422,98.42,3786,374.89,391.48,2.02E+13,2197,FT7_NEE,-26.24161,-8.47448,314,19,0,5,0.97858,0.89023,1,
8/23/22 15:17,235.63708,98.36,4100,383.47,400.77,2.02E+13,2197,FT8_NEE,-6.83617,-6.83617,314,19,0,6,0.98667,0.98667,1,
8/23/22 15:21,235.64002,98.39,3943,375.32,392,2.02E+13,2197,FT9_NEE,-5.33599,-5.33599,314,19,0,5.5,0.99361,0.99361,1,
8/23/22 15:26,235.64324,98.08,6569.9,398.98,409.49,2.02E+13,4823.9,FT9_R,11.00142,11.00142,314,19,0,5.5,0.99815,0.99815,1,
8/23/22 15:29,235.64549,98.08,6726.9,394.76,406.06,2.02E+13,4823.9,FT9_R,13.18964,13.04824,314,19,0,6,0.99953,0.99952,1,
8/23/22 15:32,235.64742,98.08,6412.9,386.37,395.74,2.02E+13,4823.9,FT7_R,18.22606,18.22606,314,19,0,5,0.99821,0.99821,1,
8/23/22 15:35,235.64954,98.08,6412.9,384.57,395.4,2.02E+13,4823.9,FT4_R,21.40073,18.17032,314,19,0,5,0.99857,0.99729,1,
8/23/22 15:38,235.65169,98.08,6569.9,396.77,410.82,2.02E+13,4823.9,FT5_R,18.95071,18.95071,314,19,0,5.5,0.99893,0.99893,1,
8/23/22 15:41,235.65358,98.07,6569.9,375.58,387.14,2.02E+13,4823.9,FT6_R,15.90692,15.90692,314,19,0,5.5,0.99805,0.99805,1,
8/23/22 15:44,235.65574,98.07,6569.9,401.32,412.78,2.02E+13,4823.9,FT3_R,14.16611,14.16611,314,19,0,5.5,0.99921,0.99921,1,
8/23/22 15:47,235.65817,98.05,6412.9,398.47,409.35,2.02E+13,4823.9,FT2_R,13.32777,13.32777,314,19,0,5,0.9981,0.9981,1,
8/23/22 16:24,235.68383,98.16,148404.2,369.27,381.52,2.02E+13,127303,GL1_NEE,-9.87889,-9.87889,2571,19,0,8.2,0.99574,0.99574,1,
8/23/22 16:27,235.68581,98.57,148404.2,348.67,364.25,2.02E+13,127303,GL1_R,16.39077,16.39077,2571,19,0,8.2,0.99762,0.99762,1,
8/23/22 16:34,235.69072,98.12,145319,381.28,391.37,2.02E+13,127303,GL2_NEE,-6.80068,-6.80068,2571,19,0,7,0.99114,0.99114,1,
8/23/22 16:37,235.69296,98.58,145319,364.05,378.99,2.02E+13,127303,GL2_R,14.76681,13.80369,2571,19,0,7,0.9978,0.99745,1,
8/23/22 16:49,235.70133,98.1,145319,383.68,395.49,2.02E+13,127303,GL3_NEE,-7.62995,-7.62995,2571,19,0,7,0.98674,0.98674,1,
8/23/22 16:53,235.7035,98.54,145319,367.66,382.18,2.02E+13,127303,GL3_R,13.86451,13.86451,2571,19,0,7,0.99476,0.99476,1,
